Hanja,mean,sound,meanFiveElements,soundFiveElements
刺,"찌를, 찌르다, 깎아버리다, 바느질하다, 꽂다, 바늘, 가시, 헐뜯다, 꾸짖다, 문신하다",척,금,금목
牽,"이끌, 끌다, 이끌다, 거리끼다, 주다, 끌려가는 동물, 별 이름(牽牛)",견,토,목화
玪,"옥 이름,옥돌, 옥 이름, 아름다운 옥, 옥돌",림,금,화수
挨,"밀칠, 밀치다 , 등치다 , 맞대다 , 다가오다 , 가까이 닥치다 , 차례 , 차례로",애,목,토
杖,"지팡이, 지팡이, 몽둥이, 짚다, 때리다, 장형, 창자루, 잡다, 의지하다",장,목,금토
馧,"향기로울, 향기롭다",온,목,토화
庄,"씩씩할,전장, 전장, 장중하다, 莊의 俗字",장,목,금토
輦,"가마, 손수레, 끌다",연,화,토화
暋,"굳셀, 굳세다, 강하다, 애쓰다, 노력하다, 번민하다, 번뇌하다",민,화,수화
籧,"대자리, 대자리 , 새가슴",거,목,목
舜,"순임금, 무궁화, 순임금(堯임금의 선양을 받은 고대의 성군)",순,목,금화성(姓)씨 사용
珉,"옥돌, 옥돌, 옥 비슷한 일종의 아름다운 돌",민,금,수화
儔,"무리, 무리, 누구, 필적하다",주,화,금
箍,"테,둘레, 테 , 둘레 , 테를 메우다",고,목,목
管,"주관할,대롱, 관, 붓대, 피리, 열쇠, 맡다, 고동 추요(樞要), 대롱",관,목,목화
褰,"걷어올릴, 걷어올리다 , 펼치다 , 열다 , 접다, 단절시키다",건,목,목화
攫,"움킬, 움켜 쥐다",확,목,토목
娵,"별 이름, 별 이름 , 물고기 , 미녀 , 장가들다 , 아내를 맞다",추,토,금
說,"말씀, 말씀 말, 말하다, 문체 이름",설,금,금화
胛,"어깨뼈, 어깨뼈 , 견갑골",갑,수,목수
聈,"교요할, 교요하다",유,화,토
喟,"한숨 쉴, 한숨 쉬다 , 한숨, 탄식",위,수,토
程,"과정, 한도, 법(칙), 계량기, 길, 노정, 헤아리다",정,목,금토성(姓)씨 사용
淨,"깨끗할, 깨끗하다, 정하다, 깨끗하게 하다, 맑다, 사념이 없다",정,수,금토
鏃,"화살촉, 화살촉, 살촉",족,금,금목
氳,"기운 어릴, 기운 , 기운이 성하다",온,수,토화
璀,"빛날, 빛나다 , 옥 광채 , 옥 이름",최,금,금
蹠,"밝을, 밟다, 발바닥, 가다, 이르다",척,토,금목
凰,"암봉황새, 봉황새(암컷)",황,목,토
峯,"산봉우리, 봉우리 , 메 , 봉우리처럼 생긴 사물 불용문자 ",봉,토,수토
質,"바탕, 바탕, 모양, 맹세, 어음, 과녁, 정곡, 바르다, 이루다, 저당(잡히다), 볼모(잡히다)",질,금,금화
軻,"수레, 수레",가,화,목
慺,"정성스러울, 정성스럽다, 기쁘다",루,화,화
奮,"떨칠, 떨치다 , 명성 등을 널리 드날리다 , 휘두르다 , 힘쓰다 , 성내다 , 분격하다",분,목,수화
侯,"제후, 후작, 제후, 아름답다, 오직",후,화,토
體,"몸, 몸, 사지, 바탕, 모양, 물건, 자체, 형성하다, 본받다, 본뜨다 (体의 本字)",체,금,금
㥠,"예쁠, 지혜 , 지혜롭다",서,화,금
爸,"아버지,아비, 아버지, 늙은이의 존칭",파,목,수
甛,"달, 달다, 곤하게 자다",첨,토,금수
紬,"명주, (굵은) 명주, 잣다, 모으다, 철하다, 뽑아내다",주,목,금
檗,"황벽나무, 황벽나무",벽,목,수목
復,"다시,  ",부,화,수
霄,"하늘, 하늘, 진눈깨비",소,수,금
秣,"꼴, 꼴 , 말먹이 , 말을 먹이다",말,목,수화
滾,"흐를, 흐르다, 물이 세차게 흐르는 모양, 샘솟다, 물이 끓다",곤,수,목화
居,"살, 살다, 있다,",거,목,목
筅,"솔, 솔, 병기 이름",선,목,금화
泄,"샐, 새다, 섞다, 없애다, 일어나다, 설사하다, 업신여기다",설,수,금화
翼,"날개, 날개, 지느러미, 처마, 솥의 손잡이, 돕다",익,화,토목
蕊,"꽃술, 꽃술, 향초 이름, 초목이 더부룩 나는 모양",예,목,토
組,"짤, 끈, 짜다",조,목,금
晏,"늦을, (하늘이) 맑다, 늦다, 화락하다, 편안하다, 곱다",안,화,토화
江,"물, 물, 물 이름 불용문자 ",강,수,목토
蘊,"쌓을, 쌓다, 쌓이다, 모으다, 모이다, 속내, 마름, 온화하다",온,목,토화
烯,"불빛, 불빛 , 에틸렌",희,화,토
拾,"열, 줍다, 팔찌",십,목,금수
湄,"물가, 물가, 더운 물",미,수,수
睷,"눈으로 셀, 눈으로 세다 , 헤아리다",건,목,목화
踞,"걸터앉을, 웅크리고 앉다, 쭈그리고 앉다, 걸터 앉다",거,토,목
隍,"해자(성을 둘러싼못, 해자(성밖을 둘러 판 물 없는 못)",황,토,토
鼓,"북칠, 북, 북을 치다, 되(용량을 되는 그릇), 치다, 두드리다, (악기를) 타다, 부추기다, 휘(斛)",고,금,목
劘,"깎을, 깎다, 베다 , 닦다, 힘쓰다 , 갈다, 충고하다 , 나누다",마,금,수
八,"여덟, 여덟, 여덟번 불용문자 ",팔,금,수화
騋,"큰 말, 큰 말 , 키가 큰 말",래,화,화
玴,"옥돌, 옥돌",예,금,토
琳,"아름다운옥, 옥 , 푸른 옥 , 옥이 부딪쳐 나는 소리",임,금,토수
䦥,"익힐, 익히다 , 법",한,목,토화
琯,"옥저, 옥으로 만든 악기(구멍이 6개 있음)",관,금,목화
䞟,"넘칠, 넘치다 , 넘다 , 급하다",백,화,수목
捎,"덜, 덜다 , 베다 , 제거하다 , 죽이다 , 살짝 닿다, 낚아채다 , 훔치다",소,목,금
榷,"외나무다리, 외나무다리 , 외나무다리",교,목,목
笎,"대무늬, 대무늬",원,목,토화
寓,"살, 남에게 의지하여 삶, 부치다, 맡기다, 칭탁하다, 우거",우,목,토
涑,"헹굴, 헹구다, 발로 밟아 빤 것을 다시 손으로 헹구다, 강 이름",속,수,금목
汔,"거의, 거의 , 마르다 , 수증기",흘,수,토화
憓,"사랑할, 사랑하다 , 따르다 , 순종하다",혜,화,토
嵐,"남기, 남기(아지랑이 기운), 산 이름, 산바람",람,토,화수
鋟,"새길, 새기다 , 조각하다 , 판각하다 , 첨예하다",침,금,금수
豳,"얼룩, 나라의 이름 ,",반,수,수화
邊,"갓, 가(장자리), 변방, 두메, 곁, 옆, 끝, 물가, 이수하다, (한자의) 변",변,토,수화성(姓)씨 사용
省,"덜,생략할, 덜다 , 생략하다 , 허물 , 재앙 , 살피다",생,목,금토
湓,"용솟음할, 용솟음하다 , 물소리 , 물의 이름 , 소나기",분,수,수화
崗,"산등성이,언덕, 산 등성이, 언덕, 岡의 俗字",강,토,목토
媞,"편안할, 복,얌전하고조용한,행복				&,							안존할 제			총",시,토,금
椅,"의자, 의나무",의,목,토
謐,"고요할, 고요하다, 조용하다",밀,금,수화
隴,"고개 이름, 고개의 이름 , 땅의 이름 , 산 이름",롱,토,화토
纘,"이을, 잇다, 모으다",찬,목,금화
醬,"장, 된장 간장",장,금,금토
贈,"보낼, 주다, 선물, 선사하다",증,금,금토
持,"가질, 가지다(執), 지니다, 버티다, 돕다, 믿다, 빅수(무승부)",지,목,금
晋,"나아갈, 나아가다 (晉의 俗字)",진,화,금화
慮,"생각할, 생각, 염려,",려,화,화
疈,"가를, 가르다 , 희생의 가슴을 가르다 , 나누다 , 쪼개다",벽,토,수목
獵,"사냥할, 사냥, 찾다, 쥐다, 지나다, 넘다,",렵,토,화수
力,"힘, 힘쓰다, 힘써, 힘주다",역,토,토목
鶊,"꾀꼬리, 꾀꼬리",경,화,목토
碧,"푸를, 옥돌, 푸르다",벽,금,수목
篤,"도타울, 도탑다 , 두터이 하다, 진심이 깃들어",독,목,화목
莓,"나무딸기, 나무딸기 , 나무의 이름 , 풀이 무성한 모양 , 밭의",매,목,수
座,"자리, 자리, 좌(안치하여 놓은 것을 세는 수사)",좌,목,금
觜,"별 이름, 별 이름 , 썩은 창자, 바다거북",자,목,금
貊,"맥국, 오랑캐, 조용하다, 조용히 하다",맥,수,수목
楝,"멀구슬나무, 멀구슬나뭇과의 낙엽 활엽 교목",련,목,화
鵝,"거위, 거위",아,화,토
站,"역마을, 우두커니 (오래) 서 있다",참,금,금수
鄗,"땅 이름, 땅의 이름 , 땅의 이름 , 산 이름 , 땅의 이름",교,토,목
繗,"이을, 잇다, 실 뽑다",린,목,화
坐,"앉을, 앉다, 무릎을 꿇다, 지키다, 죄를 받다, 연루됨, 대질하다, 자리(座)",좌,토,금
鷩,"금계, 금계 , 붉은 꿩",별,화,수화
聚,"모을, 모이다, 모으다, 무리, 마을, 촌락",취,화,금
灝,"넓을, 넓다, 콩물(콩을 삶은 물), 하늘의 청명한 기운",호,수,토
褪,"바랠, (옷을) 벗다, 물러서다, 바래다, 퇴색하다",퇴,목,화
俶,"비로소, 비로소 , 비롯하다 , 정돈하다 , 움직이다 , 착하다 , 기재 있다",숙,화,금목
闥,"문, 문 , 뜰 , 문병",달,목,화
樺,"자작나무, 자작나무",화,목,토
苣,"상추, 상추 , 참깨 , 횃불				高苣",거,목,목
攊,"칠, 치다, 스치다 , 어루만지다 , 치다, 어루만지다",역,목,토목
荊,"가시나무, 모형나무, 가시나무",형,목,토
鍊,"단련할, 단련하다, 수련하다",연,금,토화
葫,"마늘, 마늘, 호리병박, 조롱박",호,목,토
墡,"백토, 백토 , 좋은 흙",선,토,금화
和,"화할, 온화하다, 화목하다, 따뜻하다, 순하다",화,수,토
換,"바꿀, 바꾸다, 갈다, 바뀌다, 고치다",환,목,토화
嬉,"희롱할, 즐기다, 즐겁게 놀다. 불용문자 ",희,토,토
玹,"옥돌, 옥돌, 옥빛",현,금,토화
勲,"공, 공적, 세운 업적",훈,토,토화
彦,"선비, 선비, 훌륭한 사람, 크다",언,화,토화
孌,"아름다울, 아름답다, 젊고 예쁘다, 순종하다",련,토,화
迿,"앞설, 앞서다 , 앞을 다투다",준,토,금화
画,"그림, 긋다,구분하다, 계획하다",획,토,토목
瑳,"고을, 깨끗하다, 귀엽게 웃다, 곱다, 갈다, 연마하다",차,금,금
澳,"깊을, 깊다 , 후미 , 굽이",오,수,토
笙,"생황, 생황, 대자리",생,목,금토
案,"책상, 책상, 안석, 소반, 주발, 지경(界), 초안, 안건, 상고하다, 어루만지다",안,목,토화
聰,"귀밝을, 귀가 밝다, 명민하다",총,화,금토
五,"다섯, 다섯, 다섯 곱절 불용문자 ",오,토,토
担,"떨칠, 떨치다 , 치다 , 올리다, 메다 , 들다 , 들어 올리다",단,목,화
瀛,"바다, 바다, 늪, 신선이 사는 섬",영,수,토
漪,"잔물결, 잔물결 , 물결이 일다",의,수,토
玉,"구슬, 옥, 사랑하다, 이루다 불용문자 ",옥,금,토목성(姓)씨 사용
峱,"산 이름, 산(山) 이름",노,토,화
璨,"빛날, 빛나다, 옥의 빛, 아름다운 옥",찬,금,금화
孝,"효도, 효도, 효도하다, 효자, 상제 불용문자 ",효,수,토
剆,"가지칠, 가지 치다 , 나뭇가지를 치다",라,금,화
俵,"나누어줄, 나누어 주다",표,화,수
撚,"비틀, 비틀다 ,",연,목,토화
替,"바꿀, 폐하다(廢), 멸하다, 쇠하다, 갈다(代), 바꾸다(交), 교대하다",체,화,금
銅,"구리, 구리 , 동화",동,금,화토
掖,"겨드랑이, 겨드랑, 끼다, 곁에서 도와주다, 후궁",액,목,토목
巒,"뫼(산), 뫼(산)",만,토,수화
鏝,"흙손, 흙손 , 날이 없는 창, 돈의 배면",만,금,수화
遬,"빠를, 빠르다 , 신속하다 , 변하다 , 줄다 , 삼가다",속,토,금목
孿,"쌍둥이, 쌍둥이 , 잇다 , 이어지다 , 쌍둥이 , 잇다 , 이어",산,수,금화
躉,"거룻배, 돛이 없는 작은 배 , 작은 배",돈,토,화
冪,"덮을, 덮다",멱,목,수목
淄,"검은빛, 검은 빛, 검게 물들(이)다, 강 이름",치,수,금
烺,"빛 밝을, 빛이 밝다, 맑고 환하다",랑,화,화토
耦,"나란히 갈, 나란히 가다 , 마주서다 , 짝짓다 , 우수 , 짝 , 한 자 넓이",우,토,토
遘,"만날, 만나다 , 교접하다 , 뵙다 , 차리다",구,토,목
槻,"물푸레나무, 물푸레나무",규,목,목
畝,"이랑, 이랑, 두둑",묘,토,수
謀,"꾀할, 꾀하다, 도모하다, 묻다, 꾀, 계략",모,금,수
轎,"가마, 가마",교,금,목
綴,"이을, 잇다, 꿰매다, 매다, 짓다, 표, 깃발, 막다",철,목,금화
咬,"물, 지저귀다, 음란한 소리, 씹다, 물다, 깨물다",교,수,목
稼,"심을, 심다 , 일하다 , 곡식",가,목,목
胄,"투구,  ",주,수,금
枌,"흰느릅나무, 흰느릅나무 , 마룻대",분,목,수화
師,"스승, 스승, 벼슬아치, 벼슬, 군사, 묻사람, 신령",사,목,금
斂,"거둘, 거두다, 감추다, 단속하다",렴,금,화수
纁,"분홍빛, 분홍빛 , 분홍빛 비단 , 노을",훈,목,토화
氓,"백성, 백성 , 서민",맹,화,수토
嬖,"사랑할, (미천한 사람을 특별히) 사랑하다",폐,토,수
鏌,"칼 이름, 칼 이름",막,금,수목
僊,"춤출, 춤추다 , 춤추는 모양 , 신선 , 불로 장생하는 사람",선,화,금화
槲,"떡갈나무, 떡갈나무",곡,목,목
馳,"달릴, 달리다, (빨리) 전하다",치,화,금
敎,"가르칠, 가르치다, 가르침, 교령(왕.제후의 명령), 로 하여금",교,금,목
暈,"어지러울, 어지럽다 , 희미하다 , 침침하다 , 멀미 , 무리",운,화,토화
爾,"너, 너, 같이, 그러하다, 그",이,화,토
恩,"은혜, 은혜, 정, 인정, 사랑하다",은,화,토화성(姓)씨 사용
莉,"말리,꽃이름, 말리",이,목,토
詣,"이를, 이르다, 도달하다 , 가다, 출두하다",예,금,토
銀,"은, 은, 은기(은으로 만든 그릇), 은빛, 돈, 지경(垠), 날카롭다 불용문자 ",은,금,토화
莛,"풀줄기, 풀줄기 , 들보, 몽둥이",정,목,금토
弈,"바둑, 바둑 , 도박, 휘장",혁,수,토목
絹,"비단, 명주, 비단",견,목,목화
頖,"학교 이름, 학교이름 , 제후의 학교 이름",반,화,수화
强,"강할, 강하(게 하)다, 힘쓰(게 하)다, 강요하다, 억지로, 마흔 살, 나머지, 포대기",강,금,목토
珙,"크고둥근옥, 팔로 껴안을 만큼 큰 도리옥",공,금,목토
佩,"찰, 노리개, 차다, 마음을 먹다, 두르다",패,화,수
畝,"이랑, 이랑, 두둑",무,토,수
隆,"높을, 높다,",륭,토,화토
禔,"복, 복, 행복",제,목,금
洗,"씻을, 깨끗이 하다, 씻다 , 목욕하다 , 경건한 모양",선,수,금화
委,"맡길, 맡기다, 쌓다, 버리다, 자세하다, 끝, 시들다, 굽다, 곳집, 옹용",위,토,토
艪,"노, 배를 젓는 막대기 , 배질을 할 때 쓰는 긴 막대 , 방패",로,목,화
服,"입을, 옷, 의복, 옷을 입다, 일용품, 직분, 생각하다, 다스리다, 익히다",복,수,수목
諼,"속일, 속이다 , 잊다 , 시끄럽다",훤,금,토화
畺,"지경, 지경(땅의 가장자리)",강,토,목토
嬋,"고울, 곱다 , 아름답다 , 예쁘다 , 잇닿다 , 끊이지 아니하다",선,토,금화
材,"재목, 재목, 자품, 재주, 헤아리다, 쓰다, 사용하다",재,목,금
鑪,"화로, 숯불을 담아 놓는 그릇 , 향로 , 불",로,금,화
顯,"나타날, 밝다, 나타나다, 나타내다, 드러나다, 드러내다",현,화,토화
暸,"밝을, 밝다 , 환하다",요,화,토
盛,"무성할, 담다, 그릇, 성하다, 성하게 하다, 성하여지다, 장하게 여기다 불용문자 ",성,화,금토
玒,"옥이름, 옥이름",강,금,목토
騑,"곁마, 곁마 , 세 살 된 말 , 말이 계속 달리는 모양",비,화,수
瞥,"깜짝할, 언뜻 보다, 잠깐 보다",별,목,수화
窳,"이지러질, 이지러지다 , 약해지다",유,수,토
鹻,"소금기, 소금기 , 덩이진 소금",감,수,목수
翖,"합할, 합하다 , 일다 , 성하다",흡,화,토수
淥,"밭을, 받아 내다 , 거르다",록,수,화목
系,"이을, 실, 끈, 핏줄, 실마리, 매다, 잇다 불용문자 ",계,목,목
溶,"물질펀히흐를, 질펀하게 흐르다, 마음이 편하고 한가로운 모양",용,수,토
浬,"해리, 해리(해상의 거리를 나타내는 단위)",리,수,화
捕,"잡을, 잡다, 사로잡다",포,목,수
婷,"예쁠, 예쁘다 , 아름다운 모양",정,토,금토
步,"걸음, 걸음, 걷다, 걸리다, 보병, 처하다, 행위, 운수, 나루, 여섯 자",보,토,수
酌,"따를, 따르다, 퍼내다, 가리다, 참작하다",작,금,금목
菰,"줄풀, 줄(포아풀과에 속하는 다년생 수초. 잎은 자리를 만드는데 쓰이고 열매와 어린 싹은 식용)",고,목,목
菘,"배추, 배추",숭,목,금토
皛,"나타날, 나타나다 , 밝다 , 치다, 두드리다",효,화,토
岪,"산길, 산길, 산허리를 빙 두른 산길, 일어나는 모양 , 산모롱이",불,토,수화
郭,"성,둘레, 밭재(도읍을 둘러싼 성), 둘레, 벌리다(廓), 외성",곽,토,목성(姓)씨 사용
銛,"쟁기, 쟁기 , 작살 , 날카롭다",섬,금,금수
趫,"재빠를, 재빠르다 , 건장하다, 용감하다 , 발을 들다",교,화,목
鋆,"금,쇠붙이, 금 , 쇠 , 쇠붙이 , 황금",윤,금,토화
保,"보전, 보전하다, 돕다, 기르다, 알다, 지키다, 편안하다, 믿다",보,화,수
蜀,"나라이름, 나비 애벌레, 제기, 고을 이름, 나람 이름",촉,수,금목
亦,"또, 또, 만약, ~도 역시 , 단지, 이미 , 모두 , 쉽다 , 크다",역,수,토목
桾,"고욤나무, 고욤나무",군,목,목화
潾,"맑을, 맑다, 물이 맑다, 돌샘, 땅이름",린,수,화
俱,"함께, 다, 함께, 동반하다",구,화,목
晫,"환할, 환하다, 밝다",탁,화,화목
槿,"무궁화, 무궁화나무",근,목,목화
屬,"속할, 무리 , 동아리",속,목,금목
稠,"빽빽할, 빽백하다, 진하다, 움직이다, 고르다",조,목,금
識,"적을, 적다, 표하다, 표, 음각문자, 기록하다",지,금,금
㔕,"뜻, 뜻 , 힘 있다 , 지친 모양",글,토,목화
嵌,"산골짜기, 산골짜기, 굴, 새겨 넣다, 끼워 넣다",감,토,목수
茪,"초결명, 초결명 , 결명차 , 마름",광,목,목토
滲,"스며들, 스며들다, 배다 , 밭다, 새다, 다하다, 적시다 , 깃털이 처음 나오는 모양 , 흐르다",삼,수,금수
酷,"심할, 독하다, 괴롭다, 원통한 일",혹,금,토목
軒,"초헌, 초헌(대부 이상이 타는 수레), 수레, 처마",헌,화,토화
井,"우물, 우물, 우물 난간, 정전(井田), 64괘의 하나, 반듯하다",정,목,금토
不,"아닐, 불용문자 ",불,수,수화
錄,"기록할, 기록하다, 나타내다, 취하다, 문서",록,금,화목
麻,"삼, 삼, 참깨, 조칙",마,목,수성(姓)씨 사용
槐,"회화나무, 홰나무",괴,목,목
沆,"넓을, 넓다, 흐르다",항,수,토
擄,"노략질할, 사로잡다, 노략질하다 불용문자 ",로,목,화
俉,"맞이할, 맞이하다 , 만나다",오,화,토
眸,"눈동자, 눈동자",모,목,수
吹,"볼, 불다, 관악, 바람",취,수,금
什,"세간, 시편, 세간",집,화,금수
備,"갖출, 갖추(어지)다, 채우다, 예방하다, 비품",비,화,수
憐,"사랑할, 불쌍히 여김, 어여삐 여김",련,화,화
曔,"밝을, 밝다 , 마르다",경,화,목토
霪,"장마, 장마 , 장맛비 , 눈물이 끊임없이 흐름",음,수,토수
